CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
623,France,Male,45,0,0.0,1,True,False,196533.72,True
494,Spain,Female,41,2,69974.66,2,True,False,188426.13,True
731,France,Female,38,10,123711.73,2,True,False,171340.68,True
657,France,Male,44,6,76495.04,1,True,False,79071.89,False
744,France,Female,38,9,0.0,2,False,False,20940.76,False
774,Spain,Male,46,9,0.0,2,True,True,34774.26,False
850,Germany,Female,45,1,121874.89,1,False,False,6865.41,True
551,France,Female,45,6,0.0,2,True,True,51143.43,False
638,France,Male,36,6,188455.19,1,False,False,47031.4,True
792,France,Female,42,0,99045.93,2,True,False,47160.01,False
666,France,Female,36,8,0.0,1,False,True,158666.99,False
716,Germany,Female,30,2,205770.78,2,False,False,65464.66,False
594,France,Female,31,0,79340.95,1,True,False,78255.86,False
600,Germany,Male,57,9,138456.03,2,True,True,103548.25,False
565,France,Male,49,7,0.0,2,True,True,89609.26,False
678,Germany,Male,48,2,101099.9,2,False,True,193476.04,False
648,Spain,Female,31,5,0.0,2,True,True,5199.02,False
642,France,Male,40,8,109219.83,1,True,False,52827.51,False
706,Germany,Male,67,1,123276.69,2,True,True,86507.88,True
668,Spain,Male,43,10,113034.31,1,True,True,100423.88,False
635,Spain,Male,41,1,0.0,2,True,False,175611.5,False
603,Spain,Male,30,6,129548.5,2,True,True,19282.85,False
635,France,Female,72,4,74812.84,1,False,True,27448.33,False
642,France,Female,40,7,0.0,2,True,False,183963.34,False
785,Spain,Female,54,1,0.0,2,True,False,45113.92,True
628,Germany,Female,28,3,153538.13,2,True,False,110776.01,False
499,France,Female,38,9,0.0,2,False,True,183042.2,False
567,Spain,Male,34,10,0.0,2,False,True,161571.79,False
449,Spain,Male,32,0,155619.36,1,True,True,166692.03,False
701,Spain,Male,35,10,159693.9,2,True,True,71173.64,False
613,Spain,Male,37,3,171653.17,1,False,True,5353.12,False
683,Germany,Female,39,2,47685.47,2,True,True,86019.48,False
581,France,Male,35,4,0.0,2,False,True,86383.82,False
620,France,Male,61,5,0.0,1,False,False,31641.52,True
561,Spain,Male,28,6,123692.0,1,True,True,70548.96,False
558,Germany,Male,26,1,148853.29,2,True,True,24411.02,False
642,France,Male,35,2,133161.95,1,False,True,122254.86,False
805,Germany,Male,24,6,143221.35,2,True,False,186035.72,False
687,France,Male,35,9,0.0,2,False,True,73133.82,False
695,Spain,Male,56,1,0.0,3,True,False,187734.49,True
562,France,Male,33,6,0.0,2,True,False,111590.35,False
613,Germany,Male,38,9,126265.88,2,False,False,15859.95,False
589,France,Male,37,5,0.0,1,True,False,61324.87,False
593,Spain,Male,31,8,112713.34,1,True,True,176868.89,False
714,France,Male,34,5,141173.03,1,False,True,98896.06,False
588,Spain,Female,35,7,0.0,2,True,True,108739.15,False
679,Spain,Male,39,6,0.0,2,True,False,12266.06,False
730,Spain,Male,38,5,118866.36,1,True,True,163317.5,False
833,France,Male,47,2,0.0,2,True,True,182247.77,False
586,Spain,Female,33,7,0.0,2,True,True,168261.4,False
567,Spain,Female,54,5,92316.31,2,True,False,158590.66,True
637,Germany,Male,30,1,122185.53,1,True,False,102566.46,True
711,France,Male,38,4,123345.85,1,True,False,141827.83,False
828,France,Male,30,4,73070.18,2,False,False,161671.15,False
500,Spain,Male,38,7,0.0,2,False,False,192013.23,False
807,France,Male,47,1,95120.59,1,False,False,127875.1,False
850,France,Male,40,8,102800.65,1,True,False,60811.56,False
782,France,Female,70,7,97072.42,1,False,True,131177.22,False
629,Spain,Male,31,6,132876.55,1,True,True,130862.11,False
582,Spain,Male,33,6,0.0,2,False,True,72970.93,False
468,France,Male,22,2,0.0,2,True,False,28123.99,False
670,France,Male,36,3,0.0,1,True,False,140754.19,True
805,France,Male,39,2,0.0,1,False,False,166650.32,False
720,France,Male,26,10,51962.91,2,True,False,45507.24,False
781,Spain,Female,29,6,98759.89,1,False,False,112202.64,False
592,Germany,Male,33,2,156570.86,1,True,True,37140.2,False
542,France,Female,42,1,0.0,1,True,True,178256.58,True
532,France,Male,42,1,159024.71,1,True,False,100982.93,True
520,France,Female,39,1,73493.17,1,False,True,109626.13,True
759,France,Female,45,8,0.0,2,True,True,99251.24,False
473,France,Female,35,6,69617.36,1,True,False,143345.69,False
639,Spain,Female,35,5,136526.26,2,True,False,59653.03,False
705,France,Male,25,3,113736.27,1,False,True,196864.61,False
530,France,Male,52,1,106723.28,1,False,False,109960.4,True
516,Germany,Female,33,10,138847.9,1,True,True,127256.7,False
850,France,Female,40,0,0.0,2,True,False,1099.95,False
746,Germany,Female,33,2,107868.14,2,True,True,146192.4,False
622,Germany,Male,33,3,96926.12,2,True,False,48553.77,False
743,France,Male,30,7,77599.23,1,False,False,144407.1,False
732,Germany,Male,38,5,178787.54,1,True,True,195760.53,False
850,France,Male,81,5,0.0,2,True,True,44827.47,False
850,Germany,Female,34,3,129668.43,2,True,True,88743.99,False
686,France,Male,34,6,146178.13,2,True,True,88837.11,False
556,France,Female,40,8,0.0,2,True,False,62112.7,False
673,France,Male,37,4,0.0,2,False,False,163563.07,False
809,France,Female,38,2,154763.21,2,True,True,174800.31,False
634,Germany,Female,56,3,116251.24,1,False,True,42429.88,True
630,France,Male,37,6,0.0,2,True,True,82647.65,False
564,Germany,Female,30,0,100954.88,2,False,False,134175.15,False
625,France,Female,51,4,124620.01,2,True,False,92243.94,True
677,Spain,Female,34,4,0.0,2,True,True,6175.53,False
583,France,Male,40,9,112701.04,1,False,False,29213.63,False
592,Spain,Male,45,8,84692.5,1,False,True,67214.02,False
637,Germany,Male,49,2,108204.52,1,True,False,169037.84,True
850,France,Male,30,6,86449.39,1,True,True,188809.23,False
633,Spain,Male,42,10,0.0,1,False,True,79408.17,False
751,Germany,Male,36,5,73194.99,1,True,True,89222.66,False
592,Germany,Male,31,7,124593.23,1,True,False,86079.67,False
716,Germany,Male,50,2,119655.77,1,True,True,12944.17,True
641,Germany,Male,42,3,121765.37,2,True,True,166516.84,False
849,France,Male,35,4,110837.73,1,False,False,126419.8,False
647,Spain,Male,47,10,99835.17,1,False,True,89103.05,False
608,Germany,Female,30,2,91057.37,2,True,False,132973.17,False
555,France,Female,26,7,0.0,2,True,False,93122.41,False
497,Spain,Male,27,7,149400.27,1,False,False,167522.19,False
599,Germany,Male,38,9,89111.63,1,False,False,157239.6,False
545,Germany,Male,33,1,132527.9,2,False,True,107429.71,False
774,France,Female,36,9,114997.42,1,True,False,75304.09,False
464,France,Male,46,6,161798.53,1,True,False,182944.47,False
696,Germany,Female,27,2,96129.32,2,True,True,5983.7,False
667,Spain,Male,45,3,0.0,2,False,False,163655.01,False
812,France,Male,32,5,133050.97,2,True,False,89385.92,False
516,France,Male,51,8,120124.35,2,False,True,168773.54,False
645,France,Male,39,8,0.0,2,False,False,96864.36,False
664,Spain,Male,32,5,133705.74,1,False,False,134455.84,False
427,Spain,Female,39,9,0.0,2,True,False,28368.37,False
685,France,Female,40,7,0.0,2,True,False,103898.59,False
585,France,Female,33,4,152805.05,1,True,False,63239.65,False
519,Germany,Female,21,1,151701.45,3,True,True,170138.68,True
708,France,Female,67,1,0.0,2,False,True,3837.08,False
717,France,Female,22,5,112465.06,1,True,True,92977.75,False
465,Germany,Male,24,6,156007.09,1,True,False,191368.37,False
829,Germany,Male,28,3,132405.52,3,True,False,104889.2,True
826,France,Male,26,5,142662.68,1,False,False,60285.3,False
747,Germany,Male,36,8,102603.3,2,True,True,180693.61,False
707,Spain,Male,32,9,0.0,2,True,False,126475.79,False
590,Spain,Male,37,1,0.0,2,False,False,133535.99,False
603,Spain,Male,57,6,105000.85,2,True,True,87412.24,True
615,France,Male,45,5,0.0,2,True,True,164886.64,False
634,France,Female,36,1,69518.95,1,True,False,116238.39,False
716,Germany,Male,41,8,126145.54,2,True,True,138051.19,False
647,France,Male,41,4,138937.35,1,True,True,101617.64,True
591,Germany,Female,44,10,113581.98,1,True,False,1985.41,False
574,France,Male,34,1,112572.39,1,False,False,165626.6,False
467,Germany,Male,51,10,114514.71,2,True,False,177784.68,True
701,France,Female,35,2,0.0,2,True,True,65765.22,False
747,France,Female,34,10,0.0,2,True,True,50759.8,False
650,France,Male,32,2,84906.45,1,True,False,163216.48,False
731,Spain,Female,39,2,126816.18,1,True,True,74850.93,False
638,Germany,Female,26,1,105249.76,2,True,True,23491.09,False
569,Spain,Male,41,2,0.0,2,True,False,134272.57,False
459,Germany,Male,50,5,109387.9,1,True,False,155721.15,False
632,Germany,Male,23,3,122478.51,1,True,False,147230.77,True
683,France,Female,73,8,137732.23,2,True,True,133210.44,False
850,France,Female,46,2,157866.77,1,True,True,18986.12,False
512,France,Female,41,6,0.0,1,True,True,100507.81,False
616,France,Female,31,3,136789.14,1,True,False,59346.4,True
664,France,Male,36,1,0.0,2,True,True,95372.64,False
694,France,Male,30,10,144684.03,1,True,True,31805.49,False
655,France,Male,24,9,107065.31,1,True,True,51959.82,False
607,France,Female,33,8,91301.72,1,False,True,130824.57,False
684,Spain,Male,39,4,207034.96,2,False,False,157694.76,True
763,Spain,Male,37,8,0.0,2,True,True,933.38,False
671,Spain,Male,50,8,0.0,1,False,True,2560.11,False
592,Spain,Male,38,3,0.0,1,True,True,12905.89,True
666,Spain,Female,36,6,0.0,2,True,False,176692.87,False
667,France,Male,34,5,0.0,2,True,True,102908.63,False
850,Spain,Male,36,6,0.0,2,False,True,41291.05,False
622,Spain,Male,42,9,0.0,2,True,False,119127.06,False
577,France,Female,30,8,92472.1,2,False,True,126434.61,False
555,Spain,Male,21,1,0.0,2,False,False,103901.35,False
547,France,Male,62,10,127738.75,2,True,True,85153.0,False
613,Germany,Female,50,5,101242.98,2,True,False,12493.61,False
672,France,Female,43,4,92599.55,2,True,True,167336.78,False
624,Spain,Female,36,10,0.0,2,False,True,186180.42,False
698,Spain,Female,50,1,0.0,4,True,False,88566.9,True
606,France,Male,37,6,82373.94,1,False,False,172526.9,True
720,Spain,Male,31,4,141356.47,1,False,False,137985.69,False
835,France,Male,23,9,0.0,1,True,False,19793.73,True
771,Spain,Female,47,3,72664.0,2,True,True,107874.39,False
811,France,Female,47,3,123365.34,2,False,False,171995.34,False
734,Germany,Male,33,5,121898.58,1,True,False,61829.89,False
548,Spain,Male,33,6,0.0,1,True,True,31728.35,False
652,France,Female,31,3,103696.97,3,False,False,155221.05,True
707,France,Male,33,2,0.0,2,False,False,130866.95,False
605,Germany,Female,56,1,74129.18,2,True,True,62199.78,True
623,France,Female,34,9,0.0,1,True,False,24255.21,False
686,Germany,Male,29,3,185379.02,1,True,False,64679.07,False
525,Germany,Female,47,1,118087.68,1,True,False,88120.78,True
657,Spain,Male,41,8,109402.13,1,True,True,66463.62,False
730,Germany,Female,33,7,130367.87,1,True,False,15142.1,True
816,Germany,Female,34,2,108410.87,2,True,False,102908.91,False
484,France,Female,50,2,90408.16,2,False,False,48170.57,False
728,France,Female,34,6,90425.15,2,True,True,11597.69,False
730,Spain,Female,39,6,140094.59,1,True,False,172450.04,True
477,Spain,Male,31,9,0.0,2,False,True,184061.17,False
663,Germany,Female,46,6,95439.4,1,True,True,21038.58,True
549,Germany,Male,34,6,204017.4,2,True,False,109538.35,False
714,Spain,Male,29,9,0.0,2,True,False,129192.55,False
430,Germany,Male,49,3,137115.16,1,True,False,146516.86,True
504,Germany,Male,43,5,134740.19,2,True,False,181430.91,False
530,France,Female,29,5,0.0,2,False,False,121451.21,False
619,Germany,Male,29,4,98955.87,1,False,True,131712.51,False
617,Germany,Male,44,9,49157.09,2,True,False,53294.17,False
791,Germany,Male,31,1,130240.33,1,False,False,96546.55,False
609,France,Male,48,1,108019.27,3,True,True,184524.65,True
780,Germany,Male,51,4,126725.25,1,True,False,195259.31,True
777,Germany,Female,34,5,96693.66,1,True,True,172618.52,False
817,Germany,Female,27,7,129810.6,1,True,True,59259.44,False
850,France,Male,58,8,156652.13,1,False,False,25899.21,True
732,France,Female,36,9,0.0,1,False,False,3749.0,True
693,France,Male,40,4,130661.96,1,True,True,101918.96,False
576,France,Female,50,8,0.0,2,True,True,57802.62,False
643,France,Male,37,6,0.0,2,False,False,142454.77,False
757,France,Male,47,3,130747.1,1,True,False,143829.54,False
569,Germany,Male,30,6,106629.49,1,False,True,44114.88,False
772,Spain,Male,36,3,112029.83,1,True,True,186948.35,False
576,Germany,Male,29,7,130575.26,1,False,True,173629.78,False
608,Germany,Male,28,4,96679.71,1,True,True,49133.45,False
794,France,Male,33,0,0.0,2,False,False,178122.71,False
593,France,Male,50,6,171740.69,1,False,False,20893.61,False
597,Spain,Male,38,1,0.0,2,True,False,41303.29,False
541,Germany,Female,39,9,100116.67,1,True,True,199808.1,True
692,Germany,Male,24,2,120596.93,1,False,True,180490.53,False
697,France,Female,48,1,0.0,2,True,True,87400.53,False
768,France,Male,29,2,95984.69,2,True,True,73686.75,False
802,France,Male,38,1,142557.11,1,True,True,172497.73,False
584,France,Male,47,5,0.0,2,True,False,89286.29,False
614,Spain,Male,66,2,0.0,2,False,True,180082.7,False
850,Germany,Female,36,6,143644.16,1,True,False,22102.25,True
671,France,Female,38,6,132129.72,1,False,True,76068.95,False
626,France,Female,52,0,0.0,2,True,False,32159.46,True
770,France,Female,68,2,183555.24,1,False,False,159557.28,True
633,France,Male,38,2,91902.56,2,True,True,107673.35,False
663,France,Male,40,6,156218.19,1,False,True,33607.72,False
581,Germany,Female,43,5,93259.57,3,True,False,141035.65,True
561,Germany,Female,45,2,168085.38,2,False,True,115719.08,False
479,Germany,Male,51,1,107714.74,3,True,False,86128.21,True
769,France,Female,31,6,117852.26,2,True,False,147668.64,False
659,Spain,Male,60,2,0.0,1,True,False,177480.45,True
590,Spain,Female,51,10,84474.62,2,True,True,190937.09,False
560,France,Male,50,3,0.0,2,True,False,84531.79,False
437,Germany,Male,35,6,126803.34,2,True,True,161133.4,False
661,France,Female,34,0,0.0,2,True,False,185555.63,False
677,Germany,Female,36,10,68806.84,1,True,False,33075.24,False
560,France,Female,31,3,115141.18,1,True,False,39806.75,False
578,France,Female,35,2,0.0,2,False,True,26389.92,False
421,Spain,Male,34,6,90723.36,1,True,True,12162.76,False
492,Germany,Female,49,2,151249.45,2,True,True,167237.94,False
545,France,Female,32,6,0.0,2,True,True,52067.37,False
640,Germany,Female,43,9,94752.49,1,True,False,184006.36,True
624,Spain,Female,34,6,0.0,1,True,False,582.59,True
577,Spain,Male,28,7,0.0,1,True,False,143274.41,False
704,France,Male,31,5,132084.66,3,True,True,54474.48,True
523,France,Male,45,5,0.0,2,True,True,121428.2,False
793,France,Male,35,2,0.0,2,True,True,79704.12,False
564,France,Female,53,2,45472.28,1,True,True,41055.71,True
711,France,Male,33,1,0.0,1,False,False,41590.4,False
791,Germany,Female,33,10,130229.71,2,False,False,54019.93,True
629,Germany,Female,38,9,123948.85,1,True,False,76053.07,False
729,Germany,Male,39,6,127415.85,1,True,True,184977.2,True
651,Germany,Male,35,8,110067.71,1,True,False,127678.95,True
695,Spain,Male,39,4,65521.2,1,True,True,1243.97,False
847,Spain,Male,31,5,0.0,2,True,True,76326.67,False
704,France,Male,47,5,0.0,2,True,True,145338.61,False
613,Germany,Male,33,3,155736.42,2,True,True,57751.21,False
692,Spain,Female,29,4,0.0,2,False,False,138880.24,False
720,France,Female,34,3,118307.57,2,True,True,136120.29,False
577,France,Male,41,6,0.0,1,True,True,167621.18,False
710,Germany,Female,24,7,103099.17,2,True,False,173276.62,False
716,France,Female,38,1,0.0,2,True,True,99661.46,False
410,France,Male,33,6,125789.69,1,False,False,66333.56,True
584,Germany,Female,36,4,109646.83,1,True,True,70240.79,False
792,France,Male,30,1,127187.86,1,True,True,113553.42,False
605,France,Female,36,6,0.0,1,False,True,690.84,False
486,Spain,Male,24,1,0.0,1,True,False,98802.76,False
615,France,Male,41,4,130385.82,1,False,True,130661.95,False
676,France,Male,23,1,107787.47,1,False,True,116378.82,False
571,France,Male,34,1,99325.04,2,False,True,186052.15,False
850,France,Female,37,9,0.0,1,False,False,100101.06,False
717,France,Male,48,7,123764.95,1,True,True,169952.82,False
642,Germany,Female,39,8,128264.03,1,True,False,61792.76,True
780,Spain,Male,47,7,86006.21,1,True,True,37973.13,False
492,Germany,Female,38,8,57068.43,2,True,False,188974.81,False
760,Germany,Male,29,5,103607.24,2,False,True,86334.64,False
500,Spain,Male,40,1,99004.24,1,True,True,152845.99,False
654,Spain,Female,36,2,0.0,2,True,True,146652.11,False
606,Spain,Female,25,3,147386.72,3,True,False,45482.04,True
367,Spain,Male,42,6,93608.28,1,True,False,168816.73,True
799,Spain,Male,38,2,0.0,2,True,True,59297.34,False
434,Germany,Male,71,9,119496.87,1,True,False,125848.88,False
719,Spain,Female,32,7,0.0,1,False,False,76264.27,False
641,France,Female,37,2,0.0,2,True,False,3939.87,False
461,Spain,Female,25,6,0.0,2,True,True,15306.29,False
790,Germany,Female,25,5,152885.77,1,True,False,58214.79,False
588,France,Male,31,4,99607.37,2,False,True,35877.03,False
621,France,Male,27,4,137003.68,1,True,False,21254.06,False
768,Germany,Male,48,3,122831.58,1,True,True,24533.89,True
681,Spain,Male,38,2,99811.44,2,True,False,23531.5,False
606,Spain,Male,37,8,154712.58,2,True,False,89099.18,False
542,Spain,Male,37,8,0.0,1,True,True,807.06,False
713,Germany,Female,24,7,147687.24,1,True,True,121592.5,False
597,Spain,Female,33,2,0.0,2,True,True,4700.66,False
635,France,Male,27,3,127009.83,1,True,False,161909.95,False
599,Germany,Male,61,1,124737.96,1,False,True,90389.61,True
496,Spain,Female,44,0,179356.28,2,True,False,2919.21,True
759,Spain,Male,31,8,0.0,2,True,True,99086.74,False
757,Germany,Male,31,1,127320.36,3,True,False,163170.32,False
564,Spain,Male,31,0,125175.58,1,True,True,72757.33,False
561,France,Female,22,6,186788.96,2,True,False,73286.8,False
702,France,Male,40,3,148556.74,1,False,True,146056.29,False
678,Germany,Female,40,8,128644.46,1,False,False,167673.37,False
707,France,Female,46,7,127476.73,2,True,True,146011.55,False
610,France,Female,27,9,159561.93,1,False,True,103381.47,False
744,France,Male,42,1,112419.92,1,True,True,83022.92,False
598,France,Male,28,8,129991.76,2,False,True,46041.08,False
562,Spain,Male,36,5,0.0,1,False,True,182843.24,False
621,Spain,Female,59,2,0.0,2,True,True,171364.18,False
659,France,Female,50,3,0.0,1,True,False,183399.12,True
722,Germany,Female,40,6,89175.06,2,False,True,152883.95,False
606,France,Female,39,3,0.0,2,True,False,50560.45,True
603,Spain,Female,39,5,162390.52,2,True,False,54702.66,False
506,Germany,Female,59,3,190353.08,1,True,False,78365.75,False
715,France,Male,21,8,0.0,2,True,False,68666.63,False
690,France,Male,47,2,0.0,2,True,False,151375.73,False
644,France,Female,40,10,139180.97,1,True,True,19959.67,False
589,France,Male,36,8,114435.47,1,True,False,26955.72,False
592,France,Female,66,5,149950.19,1,True,True,76267.59,False
632,France,Male,42,4,126115.6,1,True,False,100998.5,False
577,Germany,Female,59,7,111396.97,1,False,True,191070.01,False
588,France,Male,30,3,115007.08,1,False,False,176858.5,False
617,France,Male,54,6,102141.9,1,True,True,45325.26,False
668,Spain,Female,36,3,133686.52,1,True,False,190958.48,True
810,France,Male,32,9,120879.73,2,False,True,78896.59,False
767,Spain,Male,47,5,0.0,1,True,False,121964.46,True
718,Spain,Female,49,10,82321.88,1,False,True,11144.4,False
589,Spain,Female,27,4,0.0,2,True,False,144181.48,False
778,Spain,Male,33,5,116474.28,2,True,True,32757.55,False
724,France,Female,34,3,132352.69,1,True,False,80320.3,False
477,Germany,Female,39,4,182491.57,1,True,False,185830.72,False
580,France,Male,34,6,0.0,2,True,True,160095.31,False
566,Spain,Male,63,2,120787.18,2,True,True,52198.84,False
711,France,Female,29,3,130181.47,2,True,False,31811.44,False
706,Germany,Male,32,5,88348.43,2,True,True,104181.78,False
703,Spain,Male,31,6,0.0,2,True,True,67667.19,False
679,Germany,Male,39,2,146186.28,2,True,True,193974.47,False
603,France,Male,32,7,0.0,1,True,False,198055.94,True
598,Spain,Male,34,0,104488.17,1,False,True,43249.67,False
836,Germany,Female,32,4,109196.67,2,True,False,55218.02,False
687,France,Female,61,7,80538.56,1,True,False,131305.37,True
704,Germany,Male,41,4,109026.8,2,True,True,43117.1,False
605,Germany,Male,75,2,61319.63,1,False,True,186655.11,False
516,France,Female,40,9,0.0,2,False,True,33266.29,False
572,France,Female,39,2,0.0,2,True,True,555.28,False
557,France,Male,42,6,177822.03,1,True,False,150944.31,True
443,Germany,Male,59,4,110939.3,1,True,False,72846.58,True
604,Germany,Male,25,7,165413.43,1,True,True,35279.74,False
483,France,Male,27,1,77805.66,1,True,True,2101.89,False
702,France,Male,50,3,0.0,2,False,False,94949.84,False
670,Spain,Female,57,3,175575.95,2,True,False,99061.75,True
804,Spain,Female,38,3,124197.22,1,True,False,74692.06,False
850,France,Female,30,3,0.0,2,True,False,116692.8,False
554,France,Female,39,10,160132.75,1,True,False,32824.15,False
588,Germany,Female,37,7,70258.88,2,True,False,139607.61,False
758,Germany,Male,32,4,162657.64,2,True,True,115525.13,False
787,Germany,Male,43,0,132217.45,1,True,False,20955.03,True
582,Spain,Male,25,9,148042.97,2,True,False,52341.15,False
633,Spain,Female,33,4,92855.02,1,True,True,159813.18,False
766,Germany,Male,47,9,129289.98,1,True,False,169935.46,True
564,Spain,Male,37,9,100252.18,1,True,True,146033.52,False
602,Spain,Male,37,3,107592.89,2,False,True,153122.73,False
649,France,Male,39,3,113096.41,1,True,True,60335.24,False
679,Spain,Female,40,7,0.0,2,True,True,163757.29,False
639,Spain,Male,34,7,149940.04,2,False,False,156648.81,False
790,Germany,Male,50,8,121438.58,1,True,True,176471.78,True
565,France,Male,32,9,0.0,2,True,False,5388.3,False
478,France,Female,50,2,0.0,1,False,True,93332.64,True
825,France,Male,29,3,148874.01,2,False,True,71192.82,False
528,Spain,Female,32,0,68138.37,1,True,True,170309.19,False
577,Spain,Male,35,5,110080.3,1,True,True,109794.31,False
663,France,Male,24,7,0.0,2,True,True,166310.82,False
505,Germany,Female,25,5,114268.85,2,True,True,126728.27,False
633,Germany,Male,29,6,117412.35,1,False,False,30338.94,False
586,France,Female,38,6,0.0,2,True,True,37935.83,False
850,France,Female,35,9,0.0,2,False,False,25329.48,False
629,Germany,Female,37,1,35549.81,2,False,False,49676.33,False
744,France,Male,56,9,0.0,2,True,True,169498.61,False
750,France,Male,36,7,136492.92,3,True,True,26500.29,True
637,Germany,Male,28,3,123675.69,1,True,True,166458.41,False
575,France,Female,40,1,139532.34,1,True,False,181294.39,False
671,Spain,Male,58,1,178713.98,1,True,True,21768.21,False
571,France,Male,40,5,0.0,2,False,False,72849.29,False
590,France,Male,41,1,89086.31,1,True,False,24499.97,False
619,Spain,Male,38,3,96143.47,1,False,False,98994.92,False
640,Germany,Female,30,5,32197.64,1,False,True,141446.01,False
670,France,Male,38,7,0.0,2,True,True,77864.41,False
737,France,Female,33,4,0.0,2,True,False,115115.32,False
555,Spain,Male,32,10,0.0,2,False,True,168605.96,False
742,France,Male,33,6,0.0,2,False,False,38550.4,False
618,Germany,Female,40,0,140306.38,1,True,False,160618.61,True
560,France,Female,35,1,0.0,2,True,False,3701.63,False
654,France,Male,38,8,0.0,2,True,False,88659.44,False
787,Germany,Female,42,2,74483.97,2,False,True,44273.91,False
611,France,Female,53,7,0.0,2,False,True,156495.39,True
559,Spain,Male,34,0,0.0,1,True,False,182988.94,False
481,France,Male,37,8,152303.66,2,True,True,175082.2,False
753,Germany,Male,32,5,159904.79,1,True,False,148811.14,False
675,France,Male,32,1,0.0,3,True,False,85901.09,False
748,Germany,Female,31,1,99557.94,1,True,False,199255.32,False
610,Spain,Female,46,5,116886.59,1,False,False,107973.44,False
580,Spain,Male,32,9,142188.2,2,False,True,128028.6,False
624,Germany,Female,40,3,149961.99,2,True,False,104610.86,False
709,France,Female,36,8,0.0,2,True,True,69676.55,False
605,France,Female,34,2,0.0,1,False,False,35982.42,False
706,Spain,Male,53,7,0.0,2,False,True,117939.17,False
567,Spain,Male,40,8,28649.64,1,True,True,95140.62,False
747,France,Female,21,4,81025.6,2,True,False,167682.57,False
664,France,Male,57,1,0.0,2,True,True,56562.57,False
711,France,Female,39,3,152462.79,1,True,False,90305.97,False
609,France,Male,25,10,0.0,1,False,True,109895.16,False
632,Spain,Male,28,7,155519.59,1,True,False,1843.24,False
725,France,Female,36,1,118851.05,1,True,True,102747.02,False
850,France,Female,34,9,92899.27,2,True,False,97465.89,False
682,France,Male,40,4,0.0,1,False,True,105352.55,False
797,France,Male,37,4,75263.7,1,True,False,85801.77,False
668,Spain,Male,38,1,147904.31,1,True,True,69370.05,False
783,Germany,Female,41,5,106640.5,1,True,False,176945.96,False
766,Germany,Female,28,4,90696.78,1,False,True,21597.2,False
704,Spain,Female,36,2,175509.8,2,True,False,152039.67,False
722,France,Male,40,6,0.0,2,True,True,111893.09,False
692,France,Female,34,7,0.0,2,True,False,195074.62,False
584,France,Female,35,2,114321.28,2,False,False,15959.01,False
644,Germany,Female,51,4,95560.04,1,False,False,72628.84,True
598,Germany,Female,50,5,88379.81,3,False,True,64157.24,True
733,Germany,Male,48,7,85915.52,1,True,True,23860.5,False
615,Germany,Male,58,3,72309.3,1,True,True,85687.09,True
850,France,Female,39,2,0.0,2,True,False,179451.42,False
521,France,Male,43,8,0.0,1,True,True,93180.09,False
675,France,Male,69,1,0.0,2,True,False,157097.09,False
746,France,Male,58,3,0.0,3,True,True,80344.96,True
770,France,Female,33,4,0.0,1,True,False,26080.54,True
618,France,Male,30,3,133844.22,1,True,True,31406.93,False
556,France,Male,36,7,154872.08,2,True,True,32044.64,False
749,France,Female,27,9,0.0,2,True,False,132734.87,False
702,Spain,Male,43,6,116121.67,1,True,False,61602.42,False
555,Germany,Male,42,6,107104.5,1,True,True,41304.44,True
587,France,Male,47,6,71026.77,1,True,False,57962.41,False
639,France,Male,38,3,0.0,1,True,False,42862.82,False
643,France,Male,33,4,0.0,2,True,True,152992.04,False
600,France,Female,41,1,0.0,2,True,True,91193.65,False
651,France,Male,53,7,0.0,2,True,True,130132.41,False
666,France,Female,27,4,0.0,2,False,False,88751.45,False
520,France,Female,39,6,145644.05,1,False,False,104118.93,False
650,Spain,Female,50,7,129667.77,1,False,False,42028.16,False
564,Germany,Male,33,3,109341.87,1,True,False,75632.78,False
586,France,Male,64,1,0.0,2,True,True,53710.23,False
617,France,Female,35,5,0.0,2,False,True,13066.3,False
712,Spain,Female,30,6,0.0,2,True,False,152417.97,False
654,France,Male,55,3,87485.67,1,True,True,3299.01,False
605,France,Male,27,9,0.0,2,True,False,198091.81,False
491,France,Female,36,0,53369.13,1,True,True,103934.12,False
707,France,Female,35,9,0.0,2,True,True,70403.65,False
638,Spain,Male,34,5,146679.77,1,True,False,102179.86,False
683,France,Male,43,2,112499.42,2,True,False,30375.18,False
815,Spain,Female,38,2,48387.0,1,True,False,184796.84,False
645,Spain,Male,38,1,68079.8,1,False,True,166264.89,False
645,Germany,Male,49,4,160133.88,1,False,True,88391.97,False
683,France,Male,30,4,66190.33,1,True,True,115186.97,False
705,France,Female,37,10,0.0,2,True,True,13935.53,True
647,France,Male,35,4,123761.68,1,True,False,83910.4,False
786,Germany,Female,33,0,122325.58,1,False,False,34712.34,True
534,France,Male,41,9,0.0,2,True,False,13871.34,False
602,Spain,Female,42,1,138912.17,1,True,True,139494.75,False
695,France,Female,42,0,0.0,2,False,True,140724.64,False
553,Germany,Female,25,7,128524.19,2,True,False,20682.46,False
516,Spain,Female,31,3,0.0,2,True,False,124202.26,False
655,France,Female,34,3,0.0,2,True,False,159638.77,False
849,Germany,Female,49,9,132934.89,1,True,False,171056.65,True
520,Germany,Male,43,3,150805.17,3,False,True,25333.03,True
